id,t,layer,concept_separated,accuracy
1196,760,21,"(False, False, True)",0.5147058823529411
1197,760,21,"(True, True, False)",0.46875
1198,760,21,"(True, False, True)",0.4642857142857143
1199,760,21,"(False, True, True)",0.49444444444444446
1200,750,0,"(True, False, False)",0.5664335664335665
1201,750,0,"(False, True, False)",0.5393258426966292
1202,750,0,"(False, False, True)",0.5147058823529411
1203,750,0,"(True, True, False)",0.5833333333333334
1204,750,0,"(True, False, True)",0.6071428571428571
1205,750,0,"(False, True, True)",0.6055555555555555
1206,750,3,"(True, False, False)",0.5804195804195804
1207,750,3,"(False, True, False)",0.5430711610486891
1208,750,3,"(False, False, True)",0.5441176470588235
1209,750,3,"(True, True, False)",0.5486111111111112
1210,750,3,"(True, False, True)",0.625
1211,750,3,"(False, True, True)",0.5444444444444444
1212,750,6,"(True, False, False)",0.5664335664335665
1213,750,6,"(False, True, False)",0.550561797752809
1214,750,6,"(False, False, True)",0.5294117647058824
1215,750,6,"(True, True, False)",0.5590277777777778
1216,750,6,"(True, False, True)",0.625
1217,750,6,"(False, True, True)",0.5444444444444444
1218,750,9,"(True, False, False)",0.5734265734265734
1219,750,9,"(False, True, False)",0.5767790262172284
1220,750,9,"(False, False, True)",0.5441176470588235
1221,750,9,"(True, True, False)",0.5625
1222,750,9,"(True, False, True)",0.6607142857142857
1223,750,9,"(False, True, True)",0.55
1224,750,12,"(True, False, False)",0.5664335664335665
1225,750,12,"(False, True, False)",0.5692883895131086
1226,750,12,"(False, False, True)",0.6176470588235294
1227,750,12,"(True, True, False)",0.5590277777777778
1228,750,12,"(True, False, True)",0.5892857142857143
1229,750,12,"(False, True, True)",0.5611111111111111
1230,750,15,"(True, False, False)",0.5874125874125874
1231,750,15,"(False, True, False)",0.5730337078651685
1232,750,15,"(False, False, True)",0.6029411764705882
1233,750,15,"(True, True, False)",0.5625
1234,750,15,"(True, False, True)",0.5535714285714286
1235,750,15,"(False, True, True)",0.5777777777777777
1236,750,18,"(True, False, False)",0.5314685314685315
1237,750,18,"(False, True, False)",0.5355805243445693
1238,750,18,"(False, False, True)",0.5441176470588235
1239,750,18,"(True, True, False)",0.5451388888888888
1240,750,18,"(True, False, True)",0.5892857142857143
1241,750,18,"(False, True, True)",0.5611111111111111
1242,750,21,"(True, False, False)",0.5104895104895105
1243,750,21,"(False, True, False)",0.50187265917603
1244,750,21,"(False, False, True)",0.45588235294117646
1245,750,21,"(True, True, False)",0.5173611111111112
1246,750,21,"(True, False, True)",0.5892857142857143
1247,750,21,"(False, True, True)",0.5388888888888889
1248,740,0,"(True, False, False)",0.5524475524475524
1249,740,0,"(False, True, False)",0.5168539325842697
1250,740,0,"(False, False, True)",0.5882352941176471
1251,740,0,"(True, True, False)",0.5729166666666666
1252,740,0,"(True, False, True)",0.5535714285714286
1253,740,0,"(False, True, True)",0.6
1254,740,3,"(True, False, False)",0.5524475524475524
1255,740,3,"(False, True, False)",0.5318352059925093
1256,740,3,"(False, False, True)",0.5882352941176471
1257,740,3,"(True, True, False)",0.5555555555555556
1258,740,3,"(True, False, True)",0.5535714285714286
1259,740,3,"(False, True, True)",0.5833333333333334
1260,740,6,"(True, False, False)",0.5594405594405595
1261,740,6,"(False, True, False)",0.5430711610486891
1262,740,6,"(False, False, True)",0.6029411764705882
1263,740,6,"(True, True, False)",0.5798611111111112
1264,740,6,"(True, False, True)",0.5714285714285714
1265,740,6,"(False, True, True)",0.5888888888888889
1266,740,9,"(True, False, False)",0.5804195804195804
1267,740,9,"(False, True, False)",0.5468164794007491
1268,740,9,"(False, False, True)",0.5882352941176471
1269,740,9,"(True, True, False)",0.5798611111111112
1270,740,9,"(True, False, True)",0.5535714285714286
1271,740,9,"(False, True, True)",0.5777777777777777
1272,740,12,"(True, False, False)",0.5804195804195804
1273,740,12,"(False, True, False)",0.5767790262172284
1274,740,12,"(False, False, True)",0.6470588235294118
1275,740,12,"(True, True, False)",0.5868055555555556
1276,740,12,"(True, False, True)",0.5535714285714286
1277,740,12,"(False, True, True)",0.6
1278,740,15,"(True, False, False)",0.5944055944055944
1279,740,15,"(False, True, False)",0.5580524344569289
1280,740,15,"(False, False, True)",0.6470588235294118
1281,740,15,"(True, True, False)",0.5729166666666666
1282,740,15,"(True, False, True)",0.5535714285714286
1283,740,15,"(False, True, True)",0.5888888888888889
1284,740,18,"(True, False, False)",0.5594405594405595
1285,740,18,"(False, True, False)",0.5093632958801498
1286,740,18,"(False, False, True)",0.5588235294117647
1287,740,18,"(True, True, False)",0.5520833333333334
1288,740,18,"(True, False, True)",0.5357142857142857
1289,740,18,"(False, True, True)",0.5833333333333334
1290,740,21,"(True, False, False)",0.5314685314685315
1291,740,21,"(False, True, False)",0.4868913857677903
1292,740,21,"(False, False, True)",0.47058823529411764
1293,740,21,"(True, True, False)",0.5208333333333334
1294,740,21,"(True, False, True)",0.5357142857142857
1295,740,21,"(False, True, True)",0.55
1296,730,0,"(True, False, False)",0.5454545454545454
1297,730,0,"(False, True, False)",0.5280898876404494
1298,730,0,"(False, False, True)",0.5735294117647058
1299,730,0,"(True, True, False)",0.5625
1300,730,0,"(True, False, True)",0.5892857142857143
1301,730,0,"(False, True, True)",0.6055555555555555
1302,730,3,"(True, False, False)",0.5664335664335665
1303,730,3,"(False, True, False)",0.5468164794007491
1304,730,3,"(False, False, True)",0.6176470588235294
1305,730,3,"(True, True, False)",0.5451388888888888
1306,730,3,"(True, False, True)",0.6428571428571429
1307,730,3,"(False, True, True)",0.6166666666666667
1308,730,6,"(True, False, False)",0.5664335664335665
1309,730,6,"(False, True, False)",0.5543071161048689
1310,730,6,"(False, False, True)",0.5882352941176471
1311,730,6,"(True, True, False)",0.5625
1312,730,6,"(True, False, True)",0.625
1313,730,6,"(False, True, True)",0.6111111111111112
1314,730,9,"(True, False, False)",0.5804195804195804
1315,730,9,"(False, True, False)",0.5655430711610487
1316,730,9,"(False, False, True)",0.6176470588235294
1317,730,9,"(True, True, False)",0.5625
1318,730,9,"(True, False, True)",0.5892857142857143
1319,730,9,"(False, True, True)",0.6166666666666667
1320,730,12,"(True, False, False)",0.5734265734265734
1321,730,12,"(False, True, False)",0.5730337078651685
1322,730,12,"(False, False, True)",0.6470588235294118
1323,730,12,"(True, True, False)",0.5590277777777778
1324,730,12,"(True, False, True)",0.6071428571428571
1325,730,12,"(False, True, True)",0.6
1326,730,15,"(True, False, False)",0.5804195804195804
1327,730,15,"(False, True, False)",0.5692883895131086
1328,730,15,"(False, False, True)",0.6470588235294118
1329,730,15,"(True, True, False)",0.5763888888888888
1330,730,15,"(True, False, True)",0.5892857142857143
1331,730,15,"(False, True, True)",0.5944444444444444
1332,730,18,"(True, False, False)",0.5314685314685315
1333,730,18,"(False, True, False)",0.5131086142322098
1334,730,18,"(False, False, True)",0.5441176470588235
1335,730,18,"(True, True, False)",0.5451388888888888
1336,730,18,"(True, False, True)",0.6071428571428571
1337,730,18,"(False, True, True)",0.5777777777777777
1338,730,21,"(True, False, False)",0.5244755244755245
1339,730,21,"(False, True, False)",0.5131086142322098
1340,730,21,"(False, False, True)",0.4411764705882353
1341,730,21,"(True, True, False)",0.4895833333333333
1342,730,21,"(True, False, True)",0.6071428571428571
1343,730,21,"(False, True, True)",0.5277777777777778
1344,720,0,"(True, False, False)",0.5734265734265734
1345,720,0,"(False, True, False)",0.5617977528089888
1346,720,0,"(False, False, True)",0.5441176470588235
1347,720,0,"(True, True, False)",0.5347222222222222
1348,720,0,"(True, False, True)",0.5892857142857143
1349,720,0,"(False, True, True)",0.6055555555555555
1350,720,3,"(True, False, False)",0.5804195804195804
1351,720,3,"(False, True, False)",0.5917602996254682
1352,720,3,"(False, False, True)",0.5882352941176471
1353,720,3,"(True, True, False)",0.5486111111111112
1354,720,3,"(True, False, True)",0.6607142857142857
1355,720,3,"(False, True, True)",0.5944444444444444
1356,720,6,"(True, False, False)",0.5804195804195804
1357,720,6,"(False, True, False)",0.5805243445692884
1358,720,6,"(False, False, True)",0.6176470588235294
1359,720,6,"(True, True, False)",0.5729166666666666
1360,720,6,"(True, False, True)",0.6607142857142857
1361,720,6,"(False, True, True)",0.5944444444444444
1362,720,9,"(True, False, False)",0.6013986013986014
1363,720,9,"(False, True, False)",0.5917602996254682
1364,720,9,"(False, False, True)",0.6029411764705882
1365,720,9,"(True, True, False)",0.5729166666666666
1366,720,9,"(True, False, True)",0.6607142857142857
1367,720,9,"(False, True, True)",0.5888888888888889
1368,720,12,"(True, False, False)",0.5944055944055944
1369,720,12,"(False, True, False)",0.5842696629213483
1370,720,12,"(False, False, True)",0.5882352941176471
1371,720,12,"(True, True, False)",0.5625
1372,720,12,"(True, False, True)",0.6428571428571429
1373,720,12,"(False, True, True)",0.6
1374,720,15,"(True, False, False)",0.6083916083916084
1375,720,15,"(False, True, False)",0.602996254681648
1376,720,15,"(False, False, True)",0.6323529411764706
1377,720,15,"(True, True, False)",0.5590277777777778
1378,720,15,"(True, False, True)",0.6071428571428571
1379,720,15,"(False, True, True)",0.5777777777777777
1380,720,18,"(True, False, False)",0.5594405594405595
1381,720,18,"(False, True, False)",0.550561797752809
1382,720,18,"(False, False, True)",0.5294117647058824
1383,720,18,"(True, True, False)",0.5416666666666666
1384,720,18,"(True, False, True)",0.5892857142857143
1385,720,18,"(False, True, True)",0.5555555555555556
1386,720,21,"(True, False, False)",0.4965034965034965
1387,720,21,"(False, True, False)",0.5205992509363296
1388,720,21,"(False, False, True)",0.5147058823529411
1389,720,21,"(True, True, False)",0.5347222222222222
1390,720,21,"(True, False, True)",0.625
1391,720,21,"(False, True, True)",0.5444444444444444
1392,710,0,"(True, False, False)",0.6293706293706294
1393,710,0,"(False, True, False)",0.5730337078651685
1394,710,0,"(False, False, True)",0.5882352941176471
1395,710,0,"(True, True, False)",0.5138888888888888
1396,710,0,"(True, False, True)",0.5357142857142857
1397,710,0,"(False, True, True)",0.5833333333333334
1398,710,3,"(True, False, False)",0.6223776223776224
1399,710,3,"(False, True, False)",0.602996254681648
1400,710,3,"(False, False, True)",0.6176470588235294
1401,710,3,"(True, True, False)",0.5208333333333334
1402,710,3,"(True, False, True)",0.5535714285714286
1403,710,3,"(False, True, True)",0.5666666666666667
1404,710,6,"(True, False, False)",0.6223776223776224
1405,710,6,"(False, True, False)",0.599250936329588
1406,710,6,"(False, False, True)",0.6176470588235294
1407,710,6,"(True, True, False)",0.53125
1408,710,6,"(True, False, True)",0.5535714285714286
1409,710,6,"(False, True, True)",0.5944444444444444
1410,710,9,"(True, False, False)",0.6433566433566433
1411,710,9,"(False, True, False)",0.6292134831460674
1412,710,9,"(False, False, True)",0.6176470588235294
1413,710,9,"(True, True, False)",0.53125
1414,710,9,"(True, False, True)",0.5714285714285714
1415,710,9,"(False, True, True)",0.6111111111111112
1416,710,12,"(True, False, False)",0.6293706293706294
1417,710,12,"(False, True, False)",0.602996254681648
1418,710,12,"(False, False, True)",0.6323529411764706
1419,710,12,"(True, True, False)",0.5347222222222222
1420,710,12,"(True, False, True)",0.5357142857142857
1421,710,12,"(False, True, True)",0.6111111111111112
1422,710,15,"(True, False, False)",0.6293706293706294
1423,710,15,"(False, True, False)",0.5880149812734082
1424,710,15,"(False, False, True)",0.6323529411764706
1425,710,15,"(True, True, False)",0.53125
1426,710,15,"(True, False, True)",0.5892857142857143
1427,710,15,"(False, True, True)",0.5777777777777777
1428,710,18,"(True, False, False)",0.6013986013986014
1429,710,18,"(False, True, False)",0.5730337078651685
1430,710,18,"(False, False, True)",0.5588235294117647
1431,710,18,"(True, True, False)",0.5173611111111112
1432,710,18,"(True, False, True)",0.5178571428571429
1433,710,18,"(False, True, True)",0.55
1434,710,21,"(True, False, False)",0.5244755244755245
1435,710,21,"(False, True, False)",0.50187265917603
1436,710,21,"(False, False, True)",0.5
1437,710,21,"(True, True, False)",0.5138888888888888
1438,710,21,"(True, False, True)",0.5178571428571429
1439,710,21,"(False, True, True)",0.5333333333333333
1440,700,0,"(True, False, False)",0.6083916083916084
1441,700,0,"(False, True, False)",0.6142322097378277
1442,700,0,"(False, False, True)",0.5294117647058824
1443,700,0,"(True, True, False)",0.5416666666666666
1444,700,0,"(True, False, True)",0.5
1445,700,0,"(False, True, True)",0.6
1446,700,3,"(True, False, False)",0.6153846153846154
1447,700,3,"(False, True, False)",0.6142322097378277
1448,700,3,"(False, False, True)",0.5441176470588235
1449,700,3,"(True, True, False)",0.53125
1450,700,3,"(True, False, True)",0.5178571428571429
1451,700,3,"(False, True, True)",0.6055555555555555
1452,700,6,"(True, False, False)",0.6083916083916084
1453,700,6,"(False, True, False)",0.6329588014981273
1454,700,6,"(False, False, True)",0.5441176470588235
1455,700,6,"(True, True, False)",0.5625
1456,700,6,"(True, False, True)",0.5357142857142857
1457,700,6,"(False, True, True)",0.6
1458,700,9,"(True, False, False)",0.6293706293706294
1459,700,9,"(False, True, False)",0.6441947565543071
1460,700,9,"(False, False, True)",0.5441176470588235
1461,700,9,"(True, True, False)",0.5590277777777778
1462,700,9,"(True, False, True)",0.5535714285714286
1463,700,9,"(False, True, True)",0.6
1464,700,12,"(True, False, False)",0.6573426573426573
1465,700,12,"(False, True, False)",0.6292134831460674
1466,700,12,"(False, False, True)",0.6029411764705882
1467,700,12,"(True, True, False)",0.5590277777777778
1468,700,12,"(True, False, True)",0.5357142857142857
1469,700,12,"(False, True, True)",0.5777777777777777
1470,700,15,"(True, False, False)",0.6503496503496503
1471,700,15,"(False, True, False)",0.599250936329588
1472,700,15,"(False, False, True)",0.6176470588235294
1473,700,15,"(True, True, False)",0.5520833333333334
1474,700,15,"(True, False, True)",0.48214285714285715
1475,700,15,"(False, True, True)",0.5944444444444444
1476,700,18,"(True, False, False)",0.6293706293706294
1477,700,18,"(False, True, False)",0.5880149812734082
1478,700,18,"(False, False, True)",0.5735294117647058
1479,700,18,"(True, True, False)",0.5104166666666666
1480,700,18,"(True, False, True)",0.48214285714285715
1481,700,18,"(False, True, True)",0.5444444444444444
1482,700,21,"(True, False, False)",0.5384615384615384
1483,700,21,"(False, True, False)",0.5355805243445693
1484,700,21,"(False, False, True)",0.39705882352941174
1485,700,21,"(True, True, False)",0.5069444444444444
1486,700,21,"(True, False, True)",0.5
1487,700,21,"(False, True, True)",0.5055555555555555
1488,690,0,"(True, False, False)",0.6293706293706294
1489,690,0,"(False, True, False)",0.5842696629213483
1490,690,0,"(False, False, True)",0.5735294117647058
1491,690,0,"(True, True, False)",0.5173611111111112
1492,690,0,"(True, False, True)",0.5
1493,690,0,"(False, True, True)",0.5611111111111111
1494,690,3,"(True, False, False)",0.6853146853146853
1495,690,3,"(False, True, False)",0.599250936329588
1496,690,3,"(False, False, True)",0.6029411764705882
1497,690,3,"(True, True, False)",0.53125
1498,690,3,"(True, False, True)",0.5178571428571429
1499,690,3,"(False, True, True)",0.5611111111111111
1500,690,6,"(True, False, False)",0.6433566433566433
1501,690,6,"(False, True, False)",0.602996254681648
1502,690,6,"(False, False, True)",0.6029411764705882
1503,690,6,"(True, True, False)",0.5347222222222222
1504,690,6,"(True, False, True)",0.5178571428571429
1505,690,6,"(False, True, True)",0.5666666666666667
1506,690,9,"(True, False, False)",0.6573426573426573
1507,690,9,"(False, True, False)",0.602996254681648
1508,690,9,"(False, False, True)",0.6470588235294118
1509,690,9,"(True, True, False)",0.5138888888888888
1510,690,9,"(True, False, True)",0.5535714285714286
1511,690,9,"(False, True, True)",0.5666666666666667
1512,690,12,"(True, False, False)",0.6643356643356644
1513,690,12,"(False, True, False)",0.6292134831460674
1514,690,12,"(False, False, True)",0.6764705882352942
1515,690,12,"(True, True, False)",0.5104166666666666
1516,690,12,"(True, False, True)",0.5178571428571429
1517,690,12,"(False, True, True)",0.5666666666666667
1518,690,15,"(True, False, False)",0.6713286713286714
1519,690,15,"(False, True, False)",0.6217228464419475
1520,690,15,"(False, False, True)",0.7058823529411765
1521,690,15,"(True, True, False)",0.5243055555555556
1522,690,15,"(True, False, True)",0.5
1523,690,15,"(False, True, True)",0.5333333333333333
1524,690,18,"(True, False, False)",0.6433566433566433
1525,690,18,"(False, True, False)",0.5692883895131086
1526,690,18,"(False, False, True)",0.5882352941176471
1527,690,18,"(True, True, False)",0.5104166666666666
1528,690,18,"(True, False, True)",0.5535714285714286
1529,690,18,"(False, True, True)",0.55
1530,690,21,"(True, False, False)",0.5664335664335665
1531,690,21,"(False, True, False)",0.5430711610486891
1532,690,21,"(False, False, True)",0.5
1533,690,21,"(True, True, False)",0.5138888888888888
1534,690,21,"(True, False, True)",0.5
1535,690,21,"(False, True, True)",0.4888888888888889
1536,680,0,"(True, False, False)",0.6223776223776224
1537,680,0,"(False, True, False)",0.5880149812734082
1538,680,0,"(False, False, True)",0.5882352941176471
1539,680,0,"(True, True, False)",0.5416666666666666
1540,680,0,"(True, False, True)",0.5357142857142857
1541,680,0,"(False, True, True)",0.5888888888888889
1542,680,3,"(True, False, False)",0.6363636363636364
1543,680,3,"(False, True, False)",0.6142322097378277
1544,680,3,"(False, False, True)",0.6029411764705882
1545,680,3,"(True, True, False)",0.5381944444444444
1546,680,3,"(True, False, True)",0.5357142857142857
1547,680,3,"(False, True, True)",0.5833333333333334
1548,680,6,"(True, False, False)",0.6223776223776224
1549,680,6,"(False, True, False)",0.6254681647940075
1550,680,6,"(False, False, True)",0.5882352941176471
1551,680,6,"(True, True, False)",0.5451388888888888
1552,680,6,"(True, False, True)",0.5714285714285714
1553,680,6,"(False, True, True)",0.5888888888888889
1554,680,9,"(True, False, False)",0.6783216783216783
1555,680,9,"(False, True, False)",0.6142322097378277
1556,680,9,"(False, False, True)",0.6029411764705882
1557,680,9,"(True, True, False)",0.5555555555555556
1558,680,9,"(True, False, True)",0.5714285714285714
1559,680,9,"(False, True, True)",0.6
1560,680,12,"(True, False, False)",0.6363636363636364
1561,680,12,"(False, True, False)",0.6367041198501873
1562,680,12,"(False, False, True)",0.6470588235294118
1563,680,12,"(True, True, False)",0.5590277777777778
1564,680,12,"(True, False, True)",0.5357142857142857
1565,680,12,"(False, True, True)",0.5777777777777777
1566,680,15,"(True, False, False)",0.6643356643356644
1567,680,15,"(False, True, False)",0.6367041198501873
1568,680,15,"(False, False, True)",0.6617647058823529
1569,680,15,"(True, True, False)",0.5763888888888888
1570,680,15,"(True, False, True)",0.5178571428571429
1571,680,15,"(False, True, True)",0.5666666666666667
1572,680,18,"(True, False, False)",0.6433566433566433
1573,680,18,"(False, True, False)",0.5955056179775281
1574,680,18,"(False, False, True)",0.6029411764705882
1575,680,18,"(True, True, False)",0.5243055555555556
1576,680,18,"(True, False, True)",0.5178571428571429
1577,680,18,"(False, True, True)",0.5722222222222222
1578,680,21,"(True, False, False)",0.5734265734265734
1579,680,21,"(False, True, False)",0.5168539325842697
1580,680,21,"(False, False, True)",0.5441176470588235
1581,680,21,"(True, True, False)",0.5
1582,680,21,"(True, False, True)",0.5357142857142857
1583,680,21,"(False, True, True)",0.5055555555555555
1584,670,0,"(True, False, False)",0.6433566433566433
1585,670,0,"(False, True, False)",0.6179775280898876
1586,670,0,"(False, False, True)",0.6470588235294118
1587,670,0,"(True, True, False)",0.5520833333333334
1588,670,0,"(True, False, True)",0.5535714285714286
1589,670,0,"(False, True, True)",0.5666666666666667
1590,670,3,"(True, False, False)",0.6293706293706294
1591,670,3,"(False, True, False)",0.6179775280898876
1592,670,3,"(False, False, True)",0.5735294117647058
1593,670,3,"(True, True, False)",0.5555555555555556
1594,670,3,"(True, False, True)",0.5
1595,670,3,"(False, True, True)",0.55
1596,670,6,"(True, False, False)",0.6433566433566433
1597,670,6,"(False, True, False)",0.6404494382022472
1598,670,6,"(False, False, True)",0.6323529411764706
1599,670,6,"(True, True, False)",0.5763888888888888
1600,670,6,"(True, False, True)",0.48214285714285715
1601,670,6,"(False, True, True)",0.5611111111111111
1602,670,9,"(True, False, False)",0.6643356643356644
1603,670,9,"(False, True, False)",0.6666666666666666
1604,670,9,"(False, False, True)",0.6176470588235294
1605,670,9,"(True, True, False)",0.5868055555555556
1606,670,9,"(True, False, True)",0.5535714285714286
1607,670,9,"(False, True, True)",0.5777777777777777
1608,670,12,"(True, False, False)",0.6713286713286714
1609,670,12,"(False, True, False)",0.6704119850187266
1610,670,12,"(False, False, True)",0.75
1611,670,12,"(True, True, False)",0.5694444444444444
1612,670,12,"(True, False, True)",0.5535714285714286
1613,670,12,"(False, True, True)",0.5722222222222222
1614,670,15,"(True, False, False)",0.6713286713286714
1615,670,15,"(False, True, False)",0.6666666666666666
1616,670,15,"(False, False, True)",0.6911764705882353
1617,670,15,"(True, True, False)",0.5798611111111112
1618,670,15,"(True, False, True)",0.5
1619,670,15,"(False, True, True)",0.5444444444444444
1620,670,18,"(True, False, False)",0.6293706293706294
1621,670,18,"(False, True, False)",0.6067415730337079
1622,670,18,"(False, False, True)",0.6911764705882353
1623,670,18,"(True, True, False)",0.5451388888888888
1624,670,18,"(True, False, True)",0.48214285714285715
1625,670,18,"(False, True, True)",0.5166666666666667
1626,670,21,"(True, False, False)",0.5384615384615384
1627,670,21,"(False, True, False)",0.5280898876404494
1628,670,21,"(False, False, True)",0.4852941176470588
1629,670,21,"(True, True, False)",0.5173611111111112
1630,670,21,"(True, False, True)",0.4642857142857143
1631,670,21,"(False, True, True)",0.4666666666666667
1632,660,0,"(True, False, False)",0.6293706293706294
1633,660,0,"(False, True, False)",0.6217228464419475
1634,660,0,"(False, False, True)",0.6911764705882353
1635,660,0,"(True, True, False)",0.5659722222222222
1636,660,0,"(True, False, True)",0.5714285714285714
1637,660,0,"(False, True, True)",0.5444444444444444
1638,660,3,"(True, False, False)",0.6363636363636364
1639,660,3,"(False, True, False)",0.6142322097378277
1640,660,3,"(False, False, True)",0.6323529411764706
1641,660,3,"(True, True, False)",0.5694444444444444
1642,660,3,"(True, False, True)",0.5535714285714286
1643,660,3,"(False, True, True)",0.5611111111111111
1644,660,6,"(True, False, False)",0.6503496503496503
1645,660,6,"(False, True, False)",0.6254681647940075
1646,660,6,"(False, False, True)",0.6764705882352942
1647,660,6,"(True, True, False)",0.5694444444444444
1648,660,6,"(True, False, True)",0.5357142857142857
1649,660,6,"(False, True, True)",0.5611111111111111
1650,660,9,"(True, False, False)",0.6363636363636364
1651,660,9,"(False, True, False)",0.6404494382022472
1652,660,9,"(False, False, True)",0.6911764705882353
1653,660,9,"(True, True, False)",0.5763888888888888
1654,660,9,"(True, False, True)",0.5357142857142857
1655,660,9,"(False, True, True)",0.5833333333333334
1656,660,12,"(True, False, False)",0.6433566433566433
1657,660,12,"(False, True, False)",0.6479400749063671
1658,660,12,"(False, False, True)",0.7205882352941176
1659,660,12,"(True, True, False)",0.5833333333333334
1660,660,12,"(True, False, True)",0.5357142857142857
1661,660,12,"(False, True, True)",0.5444444444444444
1662,660,15,"(True, False, False)",0.6573426573426573
1663,660,15,"(False, True, False)",0.6217228464419475
1664,660,15,"(False, False, True)",0.6764705882352942
1665,660,15,"(True, True, False)",0.5868055555555556
1666,660,15,"(True, False, True)",0.5
1667,660,15,"(False, True, True)",0.5444444444444444
1668,660,18,"(True, False, False)",0.6293706293706294
1669,660,18,"(False, True, False)",0.5955056179775281
1670,660,18,"(False, False, True)",0.6911764705882353
1671,660,18,"(True, True, False)",0.5625
1672,660,18,"(True, False, True)",0.5
1673,660,18,"(False, True, True)",0.5388888888888889
1674,660,21,"(True, False, False)",0.5594405594405595
1675,660,21,"(False, True, False)",0.5393258426966292
1676,660,21,"(False, False, True)",0.5147058823529411
1677,660,21,"(True, True, False)",0.5277777777777778
1678,660,21,"(True, False, True)",0.5357142857142857
1679,660,21,"(False, True, True)",0.45555555555555555
1680,650,0,"(True, False, False)",0.6363636363636364
1681,650,0,"(False, True, False)",0.6104868913857678
1682,650,0,"(False, False, True)",0.6617647058823529
1683,650,0,"(True, True, False)",0.5972222222222222
1684,650,0,"(True, False, True)",0.5178571428571429
1685,650,0,"(False, True, True)",0.5111111111111111
1686,650,3,"(True, False, False)",0.6503496503496503
1687,650,3,"(False, True, False)",0.602996254681648
1688,650,3,"(False, False, True)",0.6764705882352942
1689,650,3,"(True, True, False)",0.5868055555555556
1690,650,3,"(True, False, True)",0.5178571428571429
1691,650,3,"(False, True, True)",0.5222222222222223
1692,650,6,"(True, False, False)",0.6573426573426573
1693,650,6,"(False, True, False)",0.602996254681648
1694,650,6,"(False, False, True)",0.6764705882352942
1695,650,6,"(True, True, False)",0.5868055555555556
1696,650,6,"(True, False, True)",0.5178571428571429
1697,650,6,"(False, True, True)",0.5333333333333333
1698,650,9,"(True, False, False)",0.6643356643356644
1699,650,9,"(False, True, False)",0.6179775280898876
1700,650,9,"(False, False, True)",0.7058823529411765
1701,650,9,"(True, True, False)",0.5833333333333334
1702,650,9,"(True, False, True)",0.5178571428571429
1703,650,9,"(False, True, True)",0.5444444444444444
1704,650,12,"(True, False, False)",0.6783216783216783
1705,650,12,"(False, True, False)",0.6367041198501873
1706,650,12,"(False, False, True)",0.6911764705882353
1707,650,12,"(True, True, False)",0.6041666666666666
1708,650,12,"(True, False, True)",0.5535714285714286
1709,650,12,"(False, True, True)",0.55
1710,650,15,"(True, False, False)",0.6573426573426573
1711,650,15,"(False, True, False)",0.6142322097378277
1712,650,15,"(False, False, True)",0.6764705882352942
1713,650,15,"(True, True, False)",0.6180555555555556
1714,650,15,"(True, False, True)",0.5178571428571429
1715,650,15,"(False, True, True)",0.5388888888888889
1716,650,18,"(True, False, False)",0.6223776223776224
1717,650,18,"(False, True, False)",0.5880149812734082
1718,650,18,"(False, False, True)",0.6323529411764706
1719,650,18,"(True, True, False)",0.5763888888888888
1720,650,18,"(True, False, True)",0.44642857142857145
1721,650,18,"(False, True, True)",0.4888888888888889
1722,650,21,"(True, False, False)",0.5734265734265734
1723,650,21,"(False, True, False)",0.5355805243445693
1724,650,21,"(False, False, True)",0.5441176470588235
1725,650,21,"(True, True, False)",0.5138888888888888
1726,650,21,"(True, False, True)",0.5
1727,650,21,"(False, True, True)",0.40555555555555556
1728,640,0,"(True, False, False)",0.6363636363636364
1729,640,0,"(False, True, False)",0.6142322097378277
1730,640,0,"(False, False, True)",0.7352941176470589
1731,640,0,"(True, True, False)",0.5972222222222222
1732,640,0,"(True, False, True)",0.5535714285714286
1733,640,0,"(False, True, True)",0.5722222222222222
1734,640,3,"(True, False, False)",0.6363636363636364
1735,640,3,"(False, True, False)",0.599250936329588
1736,640,3,"(False, False, True)",0.7058823529411765
1737,640,3,"(True, True, False)",0.5729166666666666
1738,640,3,"(True, False, True)",0.5
1739,640,3,"(False, True, True)",0.5777777777777777
1740,640,6,"(True, False, False)",0.6573426573426573
1741,640,6,"(False, True, False)",0.6254681647940075
1742,640,6,"(False, False, True)",0.7205882352941176
1743,640,6,"(True, True, False)",0.5972222222222222
1744,640,6,"(True, False, True)",0.5357142857142857
1745,640,6,"(False, True, True)",0.6
1746,640,9,"(True, False, False)",0.6853146853146853
1747,640,9,"(False, True, False)",0.6404494382022472
1748,640,9,"(False, False, True)",0.7205882352941176
1749,640,9,"(True, True, False)",0.6041666666666666
1750,640,9,"(True, False, True)",0.5357142857142857
1751,640,9,"(False, True, True)",0.6166666666666667
1752,640,12,"(True, False, False)",0.6783216783216783
1753,640,12,"(False, True, False)",0.6591760299625468
1754,640,12,"(False, False, True)",0.7352941176470589
1755,640,12,"(True, True, False)",0.6006944444444444
1756,640,12,"(True, False, True)",0.5357142857142857
1757,640,12,"(False, True, True)",0.6222222222222222
1758,640,15,"(True, False, False)",0.6713286713286714
1759,640,15,"(False, True, False)",0.6329588014981273
1760,640,15,"(False, False, True)",0.7205882352941176
1761,640,15,"(True, True, False)",0.6041666666666666
1762,640,15,"(True, False, True)",0.5535714285714286
1763,640,15,"(False, True, True)",0.5944444444444444
