id,t,layer,digit_separated,accuracy
1804,780,12,4,0.49019607843137253
1805,780,12,5,0.5769230769230769
1806,780,12,6,0.5263157894736842
1807,780,12,7,0.5084745762711864
1808,780,12,8,0.425
1809,780,12,9,0.5681818181818182
1810,780,15,0,0.4857142857142857
1811,780,15,1,0.5945945945945946
1812,780,15,2,0.5862068965517241
1813,780,15,3,0.6363636363636364
1814,780,15,4,0.47058823529411764
1815,780,15,5,0.5769230769230769
1816,780,15,6,0.5263157894736842
1817,780,15,7,0.559322033898305
1818,780,15,8,0.425
1819,780,15,9,0.5909090909090909
1820,780,18,0,0.5142857142857142
1821,780,18,1,0.6013513513513513
1822,780,18,2,0.5517241379310345
1823,780,18,3,0.6363636363636364
1824,780,18,4,0.5098039215686274
1825,780,18,5,0.5769230769230769
1826,780,18,6,0.47368421052631576
1827,780,18,7,0.5932203389830508
1828,780,18,8,0.45
1829,780,18,9,0.6136363636363636
1830,780,21,0,0.37142857142857144
1831,780,21,1,0.5540540540540541
1832,780,21,2,0.41379310344827586
1833,780,21,3,0.45454545454545453
1834,780,21,4,0.45098039215686275
1835,780,21,5,0.46153846153846156
1836,780,21,6,0.34210526315789475
1837,780,21,7,0.559322033898305
1838,780,21,8,0.45
1839,780,21,9,0.6363636363636364
1840,770,0,0,0.5714285714285714
1841,770,0,1,0.6283783783783784
1842,770,0,2,0.5517241379310345
1843,770,0,3,0.5909090909090909
1844,770,0,4,0.5098039215686274
1845,770,0,5,0.5
1846,770,0,6,0.5
1847,770,0,7,0.6101694915254238
1848,770,0,8,0.475
1849,770,0,9,0.6363636363636364
1850,770,3,0,0.5714285714285714
1851,770,3,1,0.6013513513513513
1852,770,3,2,0.5172413793103449
1853,770,3,3,0.5454545454545454
1854,770,3,4,0.5490196078431373
1855,770,3,5,0.5384615384615384
1856,770,3,6,0.5526315789473685
1857,770,3,7,0.559322033898305
1858,770,3,8,0.475
1859,770,3,9,0.6590909090909091
1860,770,6,0,0.5142857142857142
1861,770,6,1,0.6351351351351351
1862,770,6,2,0.5172413793103449
1863,770,6,3,0.6818181818181818
1864,770,6,4,0.5490196078431373
1865,770,6,5,0.5384615384615384
1866,770,6,6,0.5526315789473685
1867,770,6,7,0.559322033898305
1868,770,6,8,0.475
1869,770,6,9,0.6590909090909091
1870,770,9,0,0.5428571428571428
1871,770,9,1,0.6148648648648649
1872,770,9,2,0.5517241379310345
1873,770,9,3,0.6363636363636364
1874,770,9,4,0.5490196078431373
1875,770,9,5,0.5769230769230769
1876,770,9,6,0.5263157894736842
1877,770,9,7,0.576271186440678
1878,770,9,8,0.575
1879,770,9,9,0.6363636363636364
1880,770,12,0,0.5142857142857142
1881,770,12,1,0.6283783783783784
1882,770,12,2,0.5172413793103449
1883,770,12,3,0.5909090909090909
1884,770,12,4,0.5098039215686274
1885,770,12,5,0.5769230769230769
1886,770,12,6,0.5
1887,770,12,7,0.576271186440678
1888,770,12,8,0.475
1889,770,12,9,0.5909090909090909
1890,770,15,0,0.5142857142857142
1891,770,15,1,0.6351351351351351
1892,770,15,2,0.5517241379310345
1893,770,15,3,0.5909090909090909
1894,770,15,4,0.5294117647058824
1895,770,15,5,0.6153846153846154
1896,770,15,6,0.5263157894736842
1897,770,15,7,0.5932203389830508
1898,770,15,8,0.475
1899,770,15,9,0.5909090909090909
1900,770,18,0,0.5714285714285714
1901,770,18,1,0.6351351351351351
1902,770,18,2,0.5517241379310345
1903,770,18,3,0.5909090909090909
1904,770,18,4,0.5098039215686274
1905,770,18,5,0.6153846153846154
1906,770,18,6,0.47368421052631576
1907,770,18,7,0.6440677966101694
1908,770,18,8,0.5
1909,770,18,9,0.6136363636363636
1910,770,21,0,0.4857142857142857
1911,770,21,1,0.4797297297297297
1912,770,21,2,0.4482758620689655
1913,770,21,3,0.5
1914,770,21,4,0.5490196078431373
1915,770,21,5,0.4230769230769231
1916,770,21,6,0.4473684210526316
1917,770,21,7,0.6271186440677966
1918,770,21,8,0.425
1919,770,21,9,0.5909090909090909
1920,760,0,0,0.45714285714285713
1921,760,0,1,0.581081081081081
1922,760,0,2,0.5172413793103449
1923,760,0,3,0.5909090909090909
1924,760,0,4,0.5294117647058824
1925,760,0,5,0.6538461538461539
1926,760,0,6,0.47368421052631576
1927,760,0,7,0.6271186440677966
1928,760,0,8,0.425
1929,760,0,9,0.6590909090909091
1930,760,3,0,0.4857142857142857
1931,760,3,1,0.581081081081081
1932,760,3,2,0.5172413793103449
1933,760,3,3,0.5909090909090909
1934,760,3,4,0.49019607843137253
1935,760,3,5,0.6538461538461539
1936,760,3,6,0.5
1937,760,3,7,0.5932203389830508
1938,760,3,8,0.45
1939,760,3,9,0.5909090909090909
1940,760,6,0,0.42857142857142855
1941,760,6,1,0.5878378378378378
1942,760,6,2,0.5517241379310345
1943,760,6,3,0.5909090909090909
1944,760,6,4,0.5294117647058824
1945,760,6,5,0.5769230769230769
1946,760,6,6,0.5
1947,760,6,7,0.559322033898305
1948,760,6,8,0.425
1949,760,6,9,0.6136363636363636
1950,760,9,0,0.42857142857142855
1951,760,9,1,0.6081081081081081
1952,760,9,2,0.5172413793103449
1953,760,9,3,0.5909090909090909
1954,760,9,4,0.5490196078431373
1955,760,9,5,0.6923076923076923
1956,760,9,6,0.5263157894736842
1957,760,9,7,0.6440677966101694
1958,760,9,8,0.45
1959,760,9,9,0.7045454545454546
1960,760,12,0,0.45714285714285713
1961,760,12,1,0.5945945945945946
1962,760,12,2,0.5172413793103449
1963,760,12,3,0.6363636363636364
1964,760,12,4,0.5294117647058824
1965,760,12,5,0.6153846153846154
1966,760,12,6,0.5263157894736842
1967,760,12,7,0.5932203389830508
1968,760,12,8,0.45
1969,760,12,9,0.6363636363636364
1970,760,15,0,0.45714285714285713
1971,760,15,1,0.5945945945945946
1972,760,15,2,0.5172413793103449
1973,760,15,3,0.6363636363636364
1974,760,15,4,0.5098039215686274
1975,760,15,5,0.6538461538461539
1976,760,15,6,0.5263157894736842
1977,760,15,7,0.6271186440677966
1978,760,15,8,0.45
1979,760,15,9,0.6363636363636364
1980,760,18,0,0.45714285714285713
1981,760,18,1,0.6013513513513513
1982,760,18,2,0.5862068965517241
1983,760,18,3,0.6363636363636364
1984,760,18,4,0.5098039215686274
1985,760,18,5,0.6923076923076923
1986,760,18,6,0.5263157894736842
1987,760,18,7,0.6271186440677966
1988,760,18,8,0.45
1989,760,18,9,0.6363636363636364
1990,760,21,0,0.4857142857142857
1991,760,21,1,0.49324324324324326
1992,760,21,2,0.4827586206896552
1993,760,21,3,0.5454545454545454
1994,760,21,4,0.47058823529411764
1995,760,21,5,0.46153846153846156
1996,760,21,6,0.47368421052631576
1997,760,21,7,0.576271186440678
1998,760,21,8,0.425
1999,760,21,9,0.6136363636363636
2000,750,0,0,0.5428571428571428
2001,750,0,1,0.6081081081081081
2002,750,0,2,0.5862068965517241
2003,750,0,3,0.5
2004,750,0,4,0.47058823529411764
2005,750,0,5,0.5769230769230769
2006,750,0,6,0.5526315789473685
2007,750,0,7,0.559322033898305
2008,750,0,8,0.45
2009,750,0,9,0.5
2010,750,3,0,0.5142857142857142
2011,750,3,1,0.5945945945945946
2012,750,3,2,0.6551724137931034
2013,750,3,3,0.5909090909090909
2014,750,3,4,0.49019607843137253
2015,750,3,5,0.5384615384615384
2016,750,3,6,0.5
2017,750,3,7,0.559322033898305
2018,750,3,8,0.375
2019,750,3,9,0.45454545454545453
2020,750,6,0,0.5142857142857142
2021,750,6,1,0.6081081081081081
2022,750,6,2,0.7241379310344828
2023,750,6,3,0.6363636363636364
2024,750,6,4,0.5098039215686274
2025,750,6,5,0.5384615384615384
2026,750,6,6,0.5
2027,750,6,7,0.576271186440678
2028,750,6,8,0.5
2029,750,6,9,0.45454545454545453
2030,750,9,0,0.5714285714285714
2031,750,9,1,0.5945945945945946
2032,750,9,2,0.5862068965517241
2033,750,9,3,0.6363636363636364
2034,750,9,4,0.49019607843137253
2035,750,9,5,0.5384615384615384
2036,750,9,6,0.5263157894736842
2037,750,9,7,0.5423728813559322
2038,750,9,8,0.475
2039,750,9,9,0.4772727272727273
2040,750,12,0,0.5428571428571428
2041,750,12,1,0.6216216216216216
2042,750,12,2,0.5517241379310345
2043,750,12,3,0.6363636363636364
2044,750,12,4,0.5098039215686274
2045,750,12,5,0.5769230769230769
2046,750,12,6,0.5526315789473685
2047,750,12,7,0.5423728813559322
2048,750,12,8,0.475
2049,750,12,9,0.5227272727272727
2050,750,15,0,0.5714285714285714
2051,750,15,1,0.6351351351351351
2052,750,15,2,0.5862068965517241
2053,750,15,3,0.5454545454545454
2054,750,15,4,0.5294117647058824
2055,750,15,5,0.6153846153846154
2056,750,15,6,0.6052631578947368
2057,750,15,7,0.576271186440678
2058,750,15,8,0.425
2059,750,15,9,0.5681818181818182
2060,750,18,0,0.5714285714285714
2061,750,18,1,0.6283783783783784
2062,750,18,2,0.6206896551724138
2063,750,18,3,0.5454545454545454
2064,750,18,4,0.5098039215686274
2065,750,18,5,0.5384615384615384
2066,750,18,6,0.5789473684210527
2067,750,18,7,0.576271186440678
2068,750,18,8,0.45
2069,750,18,9,0.5909090909090909
2070,750,21,0,0.4857142857142857
2071,750,21,1,0.5067567567567568
2072,750,21,2,0.6551724137931034
2073,750,21,3,0.5
2074,750,21,4,0.47058823529411764
2075,750,21,5,0.5
2076,750,21,6,0.5526315789473685
2077,750,21,7,0.5423728813559322
2078,750,21,8,0.475
2079,750,21,9,0.4772727272727273
2080,740,0,0,0.6
2081,740,0,1,0.6486486486486487
2082,740,0,2,0.5517241379310345
2083,740,0,3,0.45454545454545453
2084,740,0,4,0.5098039215686274
2085,740,0,5,0.6153846153846154
2086,740,0,6,0.5
2087,740,0,7,0.5254237288135594
2088,740,0,8,0.475
2089,740,0,9,0.5454545454545454
2090,740,3,0,0.5142857142857142
2091,740,3,1,0.6351351351351351
2092,740,3,2,0.6551724137931034
2093,740,3,3,0.6363636363636364
2094,740,3,4,0.49019607843137253
2095,740,3,5,0.5384615384615384
2096,740,3,6,0.47368421052631576
2097,740,3,7,0.5423728813559322
2098,740,3,8,0.45
2099,740,3,9,0.5454545454545454
2100,740,6,0,0.5428571428571428
2101,740,6,1,0.6486486486486487
2102,740,6,2,0.6896551724137931
2103,740,6,3,0.6363636363636364
2104,740,6,4,0.5098039215686274
2105,740,6,5,0.5384615384615384
2106,740,6,6,0.5263157894736842
2107,740,6,7,0.576271186440678
2108,740,6,8,0.5
2109,740,6,9,0.5454545454545454
2110,740,9,0,0.5714285714285714
2111,740,9,1,0.668918918918919
2112,740,9,2,0.6206896551724138
2113,740,9,3,0.5909090909090909
2114,740,9,4,0.5098039215686274
2115,740,9,5,0.5769230769230769
2116,740,9,6,0.5
2117,740,9,7,0.576271186440678
2118,740,9,8,0.5
2119,740,9,9,0.5681818181818182
2120,740,12,0,0.6
2121,740,12,1,0.668918918918919
2122,740,12,2,0.5517241379310345
2123,740,12,3,0.5
2124,740,12,4,0.5686274509803921
2125,740,12,5,0.5769230769230769
2126,740,12,6,0.5263157894736842
2127,740,12,7,0.559322033898305
2128,740,12,8,0.475
2129,740,12,9,0.5227272727272727
2130,740,15,0,0.6
2131,740,15,1,0.6554054054054054
2132,740,15,2,0.5517241379310345
2133,740,15,3,0.5454545454545454
2134,740,15,4,0.5294117647058824
2135,740,15,5,0.7307692307692307
2136,740,15,6,0.5
2137,740,15,7,0.5423728813559322
2138,740,15,8,0.45
2139,740,15,9,0.5909090909090909
2140,740,18,0,0.6285714285714286
2141,740,18,1,0.6554054054054054
2142,740,18,2,0.5862068965517241
2143,740,18,3,0.5
2144,740,18,4,0.5098039215686274
2145,740,18,5,0.6153846153846154
2146,740,18,6,0.5
2147,740,18,7,0.559322033898305
2148,740,18,8,0.45
2149,740,18,9,0.5681818181818182
2150,740,21,0,0.5142857142857142
2151,740,21,1,0.527027027027027
2152,740,21,2,0.5862068965517241
2153,740,21,3,0.5909090909090909
2154,740,21,4,0.5098039215686274
2155,740,21,5,0.4230769230769231
2156,740,21,6,0.5789473684210527
2157,740,21,7,0.559322033898305
2158,740,21,8,0.45
2159,740,21,9,0.5681818181818182
2160,730,0,0,0.5142857142857142
2161,730,0,1,0.6486486486486487
2162,730,0,2,0.5517241379310345
2163,730,0,3,0.5909090909090909
2164,730,0,4,0.5098039215686274
2165,730,0,5,0.6538461538461539
2166,730,0,6,0.4473684210526316
2167,730,0,7,0.5254237288135594
2168,730,0,8,0.5
2169,730,0,9,0.5681818181818182
2170,730,3,0,0.5142857142857142
2171,730,3,1,0.6351351351351351
2172,730,3,2,0.5517241379310345
2173,730,3,3,0.7272727272727273
2174,730,3,4,0.49019607843137253
2175,730,3,5,0.6153846153846154
2176,730,3,6,0.4473684210526316
2177,730,3,7,0.559322033898305
2178,730,3,8,0.425
2179,730,3,9,0.5454545454545454
2180,730,6,0,0.5428571428571428
2181,730,6,1,0.6148648648648649
2182,730,6,2,0.5862068965517241
2183,730,6,3,0.6363636363636364
2184,730,6,4,0.5098039215686274
2185,730,6,5,0.5769230769230769
2186,730,6,6,0.39473684210526316
2187,730,6,7,0.559322033898305
2188,730,6,8,0.45
2189,730,6,9,0.5227272727272727
2190,730,9,0,0.5142857142857142
2191,730,9,1,0.6351351351351351
2192,730,9,2,0.5862068965517241
2193,730,9,3,0.7272727272727273
2194,730,9,4,0.5294117647058824
2195,730,9,5,0.6538461538461539
2196,730,9,6,0.42105263157894735
2197,730,9,7,0.5254237288135594
2198,730,9,8,0.55
2199,730,9,9,0.5
2200,730,12,0,0.5142857142857142
2201,730,12,1,0.6554054054054054
2202,730,12,2,0.5862068965517241
2203,730,12,3,0.7727272727272727
2204,730,12,4,0.5294117647058824
2205,730,12,5,0.6538461538461539
2206,730,12,6,0.4473684210526316
2207,730,12,7,0.559322033898305
2208,730,12,8,0.525
2209,730,12,9,0.5454545454545454
2210,730,15,0,0.5428571428571428
2211,730,15,1,0.6148648648648649
2212,730,15,2,0.5517241379310345
2213,730,15,3,0.6363636363636364
2214,730,15,4,0.5098039215686274
2215,730,15,5,0.6153846153846154
2216,730,15,6,0.47368421052631576
2217,730,15,7,0.559322033898305
2218,730,15,8,0.5
2219,730,15,9,0.5
2220,730,18,0,0.5428571428571428
2221,730,18,1,0.6554054054054054
2222,730,18,2,0.6206896551724138
2223,730,18,3,0.6818181818181818
2224,730,18,4,0.5294117647058824
2225,730,18,5,0.6923076923076923
2226,730,18,6,0.4473684210526316
2227,730,18,7,0.5254237288135594
2228,730,18,8,0.525
2229,730,18,9,0.5681818181818182
2230,730,21,0,0.45714285714285713
2231,730,21,1,0.5472972972972973
2232,730,21,2,0.5172413793103449
2233,730,21,3,0.6363636363636364
2234,730,21,4,0.49019607843137253
2235,730,21,5,0.46153846153846156
2236,730,21,6,0.42105263157894735
2237,730,21,7,0.5423728813559322
2238,730,21,8,0.475
2239,730,21,9,0.5909090909090909
2240,720,0,0,0.5428571428571428
2241,720,0,1,0.6013513513513513
2242,720,0,2,0.5172413793103449
2243,720,0,3,0.6818181818181818
2244,720,0,4,0.47058823529411764
2245,720,0,5,0.5384615384615384
2246,720,0,6,0.4473684210526316
2247,720,0,7,0.4576271186440678
2248,720,0,8,0.5
2249,720,0,9,0.6136363636363636
2250,720,3,0,0.5142857142857142
2251,720,3,1,0.6216216216216216
2252,720,3,2,0.5517241379310345
2253,720,3,3,0.7272727272727273
2254,720,3,4,0.43137254901960786
2255,720,3,5,0.5384615384615384
2256,720,3,6,0.4473684210526316
2257,720,3,7,0.4576271186440678
2258,720,3,8,0.475
2259,720,3,9,0.6363636363636364
2260,720,6,0,0.45714285714285713
2261,720,6,1,0.6283783783783784
2262,720,6,2,0.6206896551724138
2263,720,6,3,0.7272727272727273
2264,720,6,4,0.45098039215686275
2265,720,6,5,0.5384615384615384
2266,720,6,6,0.4473684210526316
2267,720,6,7,0.4915254237288136
2268,720,6,8,0.475
2269,720,6,9,0.5909090909090909
2270,720,9,0,0.4857142857142857
2271,720,9,1,0.6418918918918919
2272,720,9,2,0.5517241379310345
2273,720,9,3,0.6818181818181818
2274,720,9,4,0.45098039215686275
2275,720,9,5,0.5
2276,720,9,6,0.4473684210526316
2277,720,9,7,0.4576271186440678
2278,720,9,8,0.55
2279,720,9,9,0.5681818181818182
2280,720,12,0,0.6
2281,720,12,1,0.6554054054054054
2282,720,12,2,0.5862068965517241
2283,720,12,3,0.6818181818181818
2284,720,12,4,0.45098039215686275
2285,720,12,5,0.5384615384615384
2286,720,12,6,0.5
2287,720,12,7,0.4745762711864407
2288,720,12,8,0.575
2289,720,12,9,0.5454545454545454
2290,720,15,0,0.6
2291,720,15,1,0.668918918918919
2292,720,15,2,0.5862068965517241
2293,720,15,3,0.7272727272727273
2294,720,15,4,0.49019607843137253
2295,720,15,5,0.5769230769230769
2296,720,15,6,0.5
2297,720,15,7,0.4576271186440678
2298,720,15,8,0.525
2299,720,15,9,0.5454545454545454
2300,720,18,0,0.6
2301,720,18,1,0.6486486486486487
2302,720,18,2,0.5517241379310345
2303,720,18,3,0.7272727272727273
2304,720,18,4,0.49019607843137253
2305,720,18,5,0.5769230769230769
2306,720,18,6,0.47368421052631576
2307,720,18,7,0.4745762711864407
2308,720,18,8,0.575
2309,720,18,9,0.5909090909090909
2310,720,21,0,0.42857142857142855
2311,720,21,1,0.5743243243243243
2312,720,21,2,0.6206896551724138
2313,720,21,3,0.7272727272727273
2314,720,21,4,0.5098039215686274
2315,720,21,5,0.46153846153846156
2316,720,21,6,0.42105263157894735
2317,720,21,7,0.5084745762711864
2318,720,21,8,0.4
2319,720,21,9,0.5909090909090909
2320,710,0,0,0.5142857142857142
2321,710,0,1,0.6486486486486487
2322,710,0,2,0.6206896551724138
2323,710,0,3,0.8181818181818182
2324,710,0,4,0.5882352941176471
2325,710,0,5,0.46153846153846156
2326,710,0,6,0.5263157894736842
2327,710,0,7,0.4745762711864407
2328,710,0,8,0.65
2329,710,0,9,0.5454545454545454
2330,710,3,0,0.4857142857142857
2331,710,3,1,0.6554054054054054
2332,710,3,2,0.5862068965517241
2333,710,3,3,0.8181818181818182
2334,710,3,4,0.5294117647058824
2335,710,3,5,0.5384615384615384
2336,710,3,6,0.5
2337,710,3,7,0.423728813559322
2338,710,3,8,0.625
2339,710,3,9,0.45454545454545453
2340,710,6,0,0.5142857142857142
2341,710,6,1,0.6756756756756757
2342,710,6,2,0.6206896551724138
2343,710,6,3,0.8181818181818182
2344,710,6,4,0.5294117647058824
2345,710,6,5,0.5
2346,710,6,6,0.5
2347,710,6,7,0.4745762711864407
2348,710,6,8,0.65
2349,710,6,9,0.5227272727272727
2350,710,9,0,0.5428571428571428
2351,710,9,1,0.668918918918919
2352,710,9,2,0.5862068965517241
2353,710,9,3,0.8181818181818182
2354,710,9,4,0.5490196078431373
2355,710,9,5,0.5
2356,710,9,6,0.5263157894736842
2357,710,9,7,0.4576271186440678
2358,710,9,8,0.625
2359,710,9,9,0.5227272727272727
2360,710,12,0,0.5142857142857142
2361,710,12,1,0.6756756756756757
2362,710,12,2,0.6206896551724138
2363,710,12,3,0.7727272727272727
2364,710,12,4,0.5490196078431373
2365,710,12,5,0.5
2366,710,12,6,0.5
2367,710,12,7,0.4576271186440678
2368,710,12,8,0.675
2369,710,12,9,0.5
2370,710,15,0,0.5428571428571428
2371,710,15,1,0.668918918918919
2372,710,15,2,0.6206896551724138
2373,710,15,3,0.8181818181818182
2374,710,15,4,0.5882352941176471
2375,710,15,5,0.46153846153846156
2376,710,15,6,0.5
2377,710,15,7,0.4745762711864407
2378,710,15,8,0.65
2379,710,15,9,0.5227272727272727
2380,710,18,0,0.5428571428571428
2381,710,18,1,0.6621621621621622
2382,710,18,2,0.5862068965517241
2383,710,18,3,0.8181818181818182
2384,710,18,4,0.5490196078431373
2385,710,18,5,0.46153846153846156
2386,710,18,6,0.5
2387,710,18,7,0.4745762711864407
2388,710,18,8,0.725
2389,710,18,9,0.5454545454545454
2390,710,21,0,0.45714285714285713
2391,710,21,1,0.5540540540540541
2392,710,21,2,0.5862068965517241
2393,710,21,3,0.8636363636363636
2394,710,21,4,0.5882352941176471
2395,710,21,5,0.34615384615384615
2396,710,21,6,0.47368421052631576
2397,710,21,7,0.4576271186440678
2398,710,21,8,0.525
2399,710,21,9,0.5
2400,700,0,0,0.6571428571428571
2401,700,0,1,0.6283783783783784
2402,700,0,2,0.6206896551724138
2403,700,0,3,0.7727272727272727
2404,700,0,4,0.5098039215686274
2405,700,0,5,0.5
2406,700,0,6,0.4473684210526316
2407,700,0,7,0.4406779661016949
2408,700,0,8,0.625
2409,700,0,9,0.5681818181818182
2410,700,3,0,0.6
2411,700,3,1,0.5878378378378378
2412,700,3,2,0.6551724137931034
2413,700,3,3,0.7727272727272727
2414,700,3,4,0.5098039215686274
2415,700,3,5,0.5384615384615384
2416,700,3,6,0.4473684210526316
2417,700,3,7,0.4576271186440678
2418,700,3,8,0.675
2419,700,3,9,0.5454545454545454
2420,700,6,0,0.6285714285714286
2421,700,6,1,0.5945945945945946
2422,700,6,2,0.6551724137931034
2423,700,6,3,0.7727272727272727
2424,700,6,4,0.5294117647058824
2425,700,6,5,0.5384615384615384
2426,700,6,6,0.47368421052631576
2427,700,6,7,0.4576271186440678
2428,700,6,8,0.625
2429,700,6,9,0.5454545454545454
2430,700,9,0,0.6571428571428571
2431,700,9,1,0.6148648648648649
2432,700,9,2,0.6896551724137931
2433,700,9,3,0.7727272727272727
2434,700,9,4,0.5490196078431373
2435,700,9,5,0.46153846153846156
2436,700,9,6,0.4473684210526316
2437,700,9,7,0.4067796610169492
2438,700,9,8,0.675
2439,700,9,9,0.5454545454545454
2440,700,12,0,0.6571428571428571
2441,700,12,1,0.6283783783783784
2442,700,12,2,0.6551724137931034
2443,700,12,3,0.6818181818181818
2444,700,12,4,0.5490196078431373
2445,700,12,5,0.5
2446,700,12,6,0.4473684210526316
2447,700,12,7,0.4745762711864407
2448,700,12,8,0.65
2449,700,12,9,0.5454545454545454
2450,700,15,0,0.6857142857142857
2451,700,15,1,0.6148648648648649
2452,700,15,2,0.6896551724137931
2453,700,15,3,0.7272727272727273
2454,700,15,4,0.5098039215686274
2455,700,15,5,0.5
2456,700,15,6,0.4473684210526316
2457,700,15,7,0.423728813559322
2458,700,15,8,0.6
2459,700,15,9,0.5
2460,700,18,0,0.6571428571428571
2461,700,18,1,0.6283783783783784
2462,700,18,2,0.6896551724137931
2463,700,18,3,0.8181818181818182
2464,700,18,4,0.5490196078431373
2465,700,18,5,0.4230769230769231
2466,700,18,6,0.42105263157894735
2467,700,18,7,0.423728813559322
2468,700,18,8,0.625
2469,700,18,9,0.5
2470,700,21,0,0.5142857142857142
2471,700,21,1,0.5202702702702703
2472,700,21,2,0.7241379310344828
2473,700,21,3,0.8181818181818182
2474,700,21,4,0.5490196078431373
2475,700,21,5,0.4230769230769231
2476,700,21,6,0.5
2477,700,21,7,0.4915254237288136
2478,700,21,8,0.55
2479,700,21,9,0.5
2480,690,0,0,0.6285714285714286
2481,690,0,1,0.6418918918918919
2482,690,0,2,0.6551724137931034
2483,690,0,3,0.7272727272727273
2484,690,0,4,0.5490196078431373
2485,690,0,5,0.5769230769230769
2486,690,0,6,0.5
2487,690,0,7,0.5254237288135594
2488,690,0,8,0.6
2489,690,0,9,0.5909090909090909
2490,690,3,0,0.6285714285714286
2491,690,3,1,0.6013513513513513
2492,690,3,2,0.6206896551724138
2493,690,3,3,0.7272727272727273
2494,690,3,4,0.5490196078431373
2495,690,3,5,0.5384615384615384
2496,690,3,6,0.47368421052631576
2497,690,3,7,0.5254237288135594
2498,690,3,8,0.625
2499,690,3,9,0.5681818181818182
2500,690,6,0,0.6285714285714286
2501,690,6,1,0.6283783783783784
2502,690,6,2,0.6206896551724138
2503,690,6,3,0.7272727272727273
2504,690,6,4,0.5294117647058824
2505,690,6,5,0.5384615384615384
2506,690,6,6,0.47368421052631576
2507,690,6,7,0.5423728813559322
2508,690,6,8,0.625
2509,690,6,9,0.5909090909090909
2510,690,9,0,0.6285714285714286
2511,690,9,1,0.6486486486486487
2512,690,9,2,0.6551724137931034
2513,690,9,3,0.7727272727272727
2514,690,9,4,0.5294117647058824
2515,690,9,5,0.5384615384615384
2516,690,9,6,0.5
2517,690,9,7,0.5423728813559322
2518,690,9,8,0.6
2519,690,9,9,0.5681818181818182
2520,690,12,0,0.6285714285714286
2521,690,12,1,0.6351351351351351
2522,690,12,2,0.6551724137931034
2523,690,12,3,0.7727272727272727
2524,690,12,4,0.5686274509803921
2525,690,12,5,0.5384615384615384
2526,690,12,6,0.5263157894736842
2527,690,12,7,0.5254237288135594
2528,690,12,8,0.625
2529,690,12,9,0.5909090909090909
2530,690,15,0,0.6
2531,690,15,1,0.6148648648648649
2532,690,15,2,0.7241379310344828
2533,690,15,3,0.7727272727272727
2534,690,15,4,0.5882352941176471
2535,690,15,5,0.5384615384615384
2536,690,15,6,0.5526315789473685
2537,690,15,7,0.559322033898305
2538,690,15,8,0.65
2539,690,15,9,0.5681818181818182
2540,690,18,0,0.5714285714285714
2541,690,18,1,0.6148648648648649
2542,690,18,2,0.6551724137931034
2543,690,18,3,0.7727272727272727
2544,690,18,4,0.5686274509803921
2545,690,18,5,0.6153846153846154
2546,690,18,6,0.5526315789473685
2547,690,18,7,0.559322033898305
2548,690,18,8,0.7
2549,690,18,9,0.5681818181818182
2550,690,21,0,0.4857142857142857
2551,690,21,1,0.5675675675675675
2552,690,21,2,0.6206896551724138
2553,690,21,3,0.7727272727272727
2554,690,21,4,0.49019607843137253
2555,690,21,5,0.5
2556,690,21,6,0.5
2557,690,21,7,0.576271186440678
2558,690,21,8,0.525
2559,690,21,9,0.5
2560,680,0,0,0.6
2561,680,0,1,0.6756756756756757
2562,680,0,2,0.6551724137931034
2563,680,0,3,0.6818181818181818
2564,680,0,4,0.49019607843137253
2565,680,0,5,0.6153846153846154
2566,680,0,6,0.6052631578947368
2567,680,0,7,0.4915254237288136
2568,680,0,8,0.65
2569,680,0,9,0.6363636363636364
2570,680,3,0,0.6285714285714286
2571,680,3,1,0.6418918918918919
2572,680,3,2,0.5862068965517241
2573,680,3,3,0.5909090909090909
2574,680,3,4,0.49019607843137253
2575,680,3,5,0.6538461538461539
2576,680,3,6,0.5789473684210527
2577,680,3,7,0.4576271186440678
2578,680,3,8,0.6
2579,680,3,9,0.5909090909090909
2580,680,6,0,0.6
2581,680,6,1,0.6486486486486487
2582,680,6,2,0.5862068965517241
2583,680,6,3,0.5909090909090909
2584,680,6,4,0.45098039215686275
2585,680,6,5,0.6923076923076923
2586,680,6,6,0.631578947368421
2587,680,6,7,0.5254237288135594
2588,680,6,8,0.625
2589,680,6,9,0.6136363636363636
2590,680,9,0,0.6571428571428571
2591,680,9,1,0.6756756756756757
2592,680,9,2,0.6206896551724138
2593,680,9,3,0.6818181818181818
2594,680,9,4,0.5294117647058824
2595,680,9,5,0.5769230769230769
2596,680,9,6,0.6052631578947368
2597,680,9,7,0.4745762711864407
2598,680,9,8,0.6
2599,680,9,9,0.6363636363636364
2600,680,12,0,0.6571428571428571
2601,680,12,1,0.6756756756756757
2602,680,12,2,0.6896551724137931
2603,680,12,3,0.6818181818181818
2604,680,12,4,0.49019607843137253
2605,680,12,5,0.6153846153846154
2606,680,12,6,0.631578947368421
2607,680,12,7,0.5423728813559322
2608,680,12,8,0.7
2609,680,12,9,0.6136363636363636
2610,680,15,0,0.6857142857142857
2611,680,15,1,0.6756756756756757
2612,680,15,2,0.6896551724137931
2613,680,15,3,0.6818181818181818
2614,680,15,4,0.49019607843137253
2615,680,15,5,0.6538461538461539
2616,680,15,6,0.6052631578947368
2617,680,15,7,0.5084745762711864
2618,680,15,8,0.65
2619,680,15,9,0.6136363636363636
